timestamp,level,x,y,z,pitch,yaw,roll
1695264509786,0,-0.03,0.03,-0.01,358.57,6.37,0.20
1695264509814,0,-0.03,0.03,-0.01,358.64,6.44,0.14
1695264509841,0,-0.02,0.03,-0.01,358.68,6.49,0.11
1695264509869,0,-0.02,0.03,-0.01,358.70,6.55,0.04
1695264509897,0,-0.02,0.03,-0.01,358.68,6.59,0.01
1695264509925,0,-0.02,0.03,-0.01,358.66,6.64,359.98
1695264509952,0,-0.02,0.03,-0.01,358.65,6.69,359.93
1695264509981,0,-0.02,0.03,-0.01,358.64,6.73,359.90
1695264510009,0,-0.02,0.03,-0.01,358.65,6.75,359.88
1695264510038,0,-0.02,0.03,-0.01,358.65,6.76,359.86
1695264510068,0,-0.02,0.03,-0.01,358.62,6.77,359.82
1695264510097,0,-0.02,0.03,-0.01,358.54,6.77,359.79
1695264510126,0,-0.02,0.03,-0.01,358.34,6.80,359.80
1695264510154,0,-0.02,0.03,-0.01,358.15,6.85,359.82
1695264510182,0,-0.02,0.03,-0.01,357.96,6.92,359.76
1695264510210,0,-0.02,0.03,-0.01,357.75,7.03,359.58
1695264510238,0,-0.02,0.03,-0.01,357.58,7.16,359.34
1695264510266,0,-0.02,0.03,-0.01,357.45,7.25,359.20
1695264510293,0,-0.02,0.03,-0.01,357.31,7.32,359.08
1695264510322,0,-0.02,0.03,-0.01,357.15,7.40,359.01
1695264510353,0,-0.02,0.03,-0.01,357.05,7.45,358.99
1695264510382,0,-0.02,0.03,-0.01,356.97,7.50,358.94
1695264510410,0,-0.02,0.03,-0.02,356.81,7.56,358.84
1695264510438,0,-0.02,0.03,-0.02,356.43,7.64,358.59
1695264510467,0,-0.02,0.03,-0.02,356.13,7.76,358.39
1695264510495,0,-0.02,0.03,-0.02,355.90,7.94,358.18
1695264510523,0,-0.02,0.03,-0.02,355.77,8.16,358.02
1695264510552,0,-0.02,0.03,-0.02,355.70,8.36,357.91
1695264510580,0,-0.02,0.03,-0.02,355.67,8.47,357.91
1695264510608,0,-0.02,0.03,-0.02,355.71,8.54,357.88
1695264510635,0,-0.02,0.03,-0.02,355.78,8.59,357.88
1695264510663,0,-0.02,0.03,-0.02,355.88,8.60,357.89
1695264510690,0,-0.02,0.03,-0.02,356.00,8.53,357.91
1695264510720,0,-0.02,0.03,-0.02,356.03,8.41,357.94
1695264510746,0,-0.02,0.03,-0.02,355.99,8.22,358.02
1695264510775,0,-0.02,0.03,-0.02,355.92,7.99,358.18
1695264510804,0,-0.02,0.03,-0.02,355.78,7.79,358.33
1695264510833,0,-0.02,0.03,-0.02,355.70,7.62,358.49
1695264510861,0,-0.02,0.03,-0.02,355.76,7.45,358.71
1695264510889,0,-0.03,0.03,-0.02,356.10,7.27,359.07
1695264510916,0,-0.03,0.03,-0.02,356.75,7.19,359.37
1695264510944,0,-0.03,0.03,-0.02,357.24,7.09,359.67
1695264510971,0,-0.03,0.03,-0.02,357.23,6.94,359.96
1695264510999,0,-0.03,0.03,-0.02,357.06,6.76,0.26
1695264511030,0,-0.03,0.03,-0.02,357.12,6.55,0.44
1695264511060,0,-0.03,0.03,-0.02,357.37,6.33,0.56
1695264511089,0,-0.03,0.03,-0.02,357.63,6.13,0.61
1695264511119,0,-0.03,0.03,-0.01,357.86,5.90,0.60
1695264511147,0,-0.03,0.03,-0.01,357.97,5.73,0.53
1695264511175,0,-0.03,0.03,-0.01,358.02,5.62,0.45
1695264511202,0,-0.03,0.03,-0.01,358.05,5.52,0.39
1695264511230,0,-0.03,0.03,-0.01,358.06,5.42,0.33
1695264511257,0,-0.03,0.03,-0.01,358.08,5.36,0.32
1695264511286,0,-0.03,0.03,-0.01,358.12,5.31,0.33
1695264511313,0,-0.03,0.03,-0.01,358.15,5.26,0.35
1695264511340,0,-0.03,0.03,-0.01,358.16,5.24,0.39
1695264511367,0,-0.03,0.03,-0.01,358.21,5.22,0.42
1695264511394,0,-0.03,0.03,-0.01,358.26,5.20,0.41
1695264511421,0,-0.03,0.03,-0.01,358.30,5.19,0.39
1695264511449,0,-0.03,0.03,-0.01,358.35,5.20,0.36
1695264511477,0,-0.03,0.03,-0.01,358.38,5.22,0.35
1695264511506,0,-0.03,0.03,-0.01,358.39,5.24,0.35
1695264511535,0,-0.03,0.03,-0.01,358.31,5.27,0.33
1695264511564,0,-0.03,0.03,-0.01,358.23,5.30,0.31
1695264511592,0,-0.03,0.03,-0.01,358.16,5.31,0.31
1695264511620,0,-0.03,0.03,-0.01,358.08,5.32,0.31
1695264511647,0,-0.03,0.03,-0.01,358.02,5.32,0.29
1695264511675,0,-0.03,0.03,-0.01,357.97,5.30,0.31
1695264511703,0,-0.03,0.03,-0.01,357.91,5.22,0.34
1695264511733,0,-0.03,0.03,-0.01,357.86,5.08,0.33
1695264511764,0,-0.03,0.03,-0.01,357.89,4.91,0.26
1695264511797,0,-0.03,0.03,-0.01,358.02,4.75,0.06
1695264511826,0,-0.03,0.03,-0.01,358.13,4.72,359.91
1695264511854,0,-0.03,0.03,-0.01,358.21,4.74,359.80
1695264511887,0,-0.03,0.03,-0.01,358.26,4.80,359.73
1695264511914,0,-0.03,0.03,-0.01,358.33,4.92,359.69
1695264511941,0,-0.03,0.03,-0.01,358.34,5.00,359.65
1695264511969,0,-0.03,0.03,-0.01,358.39,5.13,359.47
1695264511997,1,-0.03,0.03,-0.01,358.84,5.25,359.19
1695264512025,1,-0.03,0.03,-0.01,359.37,5.27,359.12
1695264512053,1,-0.03,0.03,-0.01,359.89,5.29,358.99
1695264512081,1,-0.03,0.03,-0.01,0.36,5.36,358.86
1695264512109,1,-0.03,0.03,-0.01,0.64,5.40,358.80
1695264512137,1,-0.03,0.03,-0.01,0.76,5.44,358.78
1695264512165,1,-0.03,0.03,-0.01,0.87,5.52,358.71
1695264512193,1,-0.03,0.03,-0.01,0.94,5.60,358.68
1695264512220,1,-0.03,0.03,-0.01,1.03,5.70,358.64
1695264512252,1,-0.02,0.03,-0.01,1.09,5.78,358.63
1695264512281,1,-0.02,0.03,-0.01,1.16,5.84,358.67
1695264512309,1,-0.02,0.03,-0.01,1.18,5.87,358.69
1695264512337,1,-0.02,0.03,-0.01,1.11,5.89,358.71
1695264512365,1,-0.02,0.03,-0.01,0.36,6.01,358.79
1695264512393,1,-0.02,0.03,-0.01,359.41,6.31,358.92
1695264512421,1,-0.02,0.03,-0.01,358.63,6.68,359.04
1695264512453,1,-0.02,0.03,-0.01,358.11,7.00,359.15
1695264512480,1,-0.02,0.03,-0.01,357.75,7.34,359.14
1695264512509,1,-0.02,0.03,-0.01,357.66,7.58,359.13
1695264512536,1,-0.02,0.03,-0.01,357.79,7.62,359.10
1695264512564,1,-0.02,0.03,-0.01,357.90,7.66,359.05
1695264512591,1,-0.02,0.03,-0.01,358.05,7.66,358.93
1695264512619,1,-0.02,0.03,-0.01,358.14,7.60,358.86
1695264512647,1,-0.02,0.03,-0.01,358.25,7.55,358.78
1695264512675,1,-0.02,0.03,-0.01,358.42,7.53,358.74
1695264512704,1,-0.02,0.03,-0.01,358.61,7.55,358.72
1695264512733,1,-0.02,0.03,-0.01,358.79,7.61,358.71
1695264512764,1,-0.02,0.03,-0.01,358.92,7.68,358.74
1695264512792,1,-0.02,0.03,-0.01,358.98,7.75,358.76
1695264512821,1,-0.02,0.03,-0.01,358.98,7.80,358.79
1695264512852,1,-0.02,0.03,-0.01,358.92,7.85,358.85
1695264512881,1,-0.02,0.03,-0.01,358.84,7.86,358.89
1695264512909,1,-0.02,0.03,-0.01,358.80,7.84,358.92
1695264512941,1,-0.02,0.03,-0.01,358.81,7.80,358.96
1695264512964,1,-0.02,0.03,-0.01,358.95,7.71,359.03
1695264512992,1,-0.02,0.03,-0.01,359.10,7.67,359.06
1695264513019,1,-0.02,0.03,-0.01,359.25,7.61,359.10
1695264513046,1,-0.02,0.03,-0.01,359.40,7.54,359.17
1695264513075,1,-0.02,0.03,-0.01,359.53,7.49,359.22
1695264513108,1,-0.02,0.03,-0.01,359.62,7.43,359.24
1695264513141,1,-0.02,0.03,-0.01,359.71,7.34,359.23
1695264513170,1,-0.02,0.03,-0.01,359.79,7.28,359.24
1695264513199,1,-0.02,0.03,-0.01,359.83,7.24,359.24
1695264513226,1,-0.02,0.03,-0.01,359.84,7.21,359.23
1695264513254,1,-0.02,0.03,-0.01,359.84,7.20,359.23
1695264513282,1,-0.02,0.03,-0.01,359.84,7.21,359.24
1695264513310,1,-0.02,0.03,-0.01,359.87,7.24,359.24
1695264513341,1,-0.02,0.03,-0.01,359.91,7.27,359.25
1695264513371,1,-0.02,0.03,-0.01,359.95,7.29,359.25
1695264513400,1,-0.02,0.03,-0.01,0.02,7.30,359.26
1695264513427,1,-0.02,0.03,-0.01,0.13,7.28,359.26
1695264513455,1,-0.02,0.03,-0.01,0.30,7.27,359.25
1695264513486,1,-0.02,0.03,-0.01,0.39,7.25,359.24
1695264513514,1,-0.02,0.03,-0.01,0.44,7.25,359.23
1695264513542,1,-0.02,0.03,-0.01,0.47,7.24,359.22
1695264513570,1,-0.02,0.03,-0.01,0.47,7.25,359.21
1695264513597,1,-0.02,0.03,-0.01,0.48,7.26,359.22
1695264513625,1,-0.02,0.03,-0.01,0.49,7.26,359.23
1695264513654,1,-0.02,0.03,-0.01,0.52,7.26,359.25
1695264513686,1,-0.02,0.03,-0.01,0.56,7.24,359.26
1695264513714,1,-0.02,0.03,-0.01,0.60,7.21,359.26
1695264513743,1,-0.02,0.03,-0.01,0.61,7.19,359.25
1695264513771,1,-0.02,0.03,-0.01,0.61,7.19,359.24
1695264513799,1,-0.02,0.03,-0.01,0.60,7.21,359.25
1695264513826,1,-0.02,0.03,-0.01,0.60,7.24,359.26
1695264513854,1,-0.02,0.03,-0.01,0.62,7.26,359.30
1695264513882,1,-0.02,0.02,-0.01,0.67,7.25,359.32
1695264513909,1,-0.02,0.02,-0.01,0.77,7.20,359.31
1695264513938,1,-0.02,0.02,-0.01,0.93,7.14,359.34
1695264513967,1,-0.02,0.02,-0.01,1.06,7.09,359.33
1695264513997,1,-0.02,0.02,-0.01,1.21,7.04,359.38
1695264514025,1,-0.02,0.02,-0.01,1.42,6.92,359.40
1695264514054,1,-0.02,0.02,-0.01,1.77,6.76,359.45
1695264514085,1,-0.02,0.02,-0.01,2.13,6.59,359.46
1695264514113,1,-0.02,0.02,-0.01,2.65,6.39,359.47
1695264514141,1,-0.02,0.02,-0.01,3.17,6.17,359.51
1695264514170,1,-0.02,0.02,-0.01,3.55,5.96,359.55
1695264514198,1,-0.02,0.02,-0.01,3.92,5.77,359.62
1695264514226,1,-0.02,0.02,-0.01,4.38,5.60,359.71
1695264514255,1,-0.02,0.02,-0.01,5.01,5.43,359.81
1695264514286,1,-0.02,0.02,-0.01,6.06,5.25,359.86
1695264514314,1,-0.03,0.01,-0.01,7.62,4.99,0.01
1695264514343,1,-0.03,0.01,0.00,9.34,4.73,0.19
1695264514371,1,-0.03,0.01,0.00,11.21,4.45,0.38
1695264514399,1,-0.03,0.00,0.00,13.11,4.20,0.57
1695264514427,1,-0.03,0.00,0.00,15.11,3.98,0.77
1695264514456,1,-0.03,0.00,0.00,17.18,3.77,0.91
1695264514485,1,-0.03,-0.01,0.00,19.47,3.58,1.02
1695264514515,1,-0.03,-0.01,0.00,21.79,3.43,1.04
1695264514545,1,-0.03,-0.02,0.01,23.68,3.33,0.99
1695264514577,1,-0.03,-0.02,0.01,25.61,3.27,1.09
1695264514608,1,-0.03,-0.03,0.01,27.84,3.25,1.09
1695264514641,1,-0.03,-0.03,0.01,30.56,3.32,1.05
1695264514674,1,-0.03,-0.04,0.02,33.64,3.51,1.16
1695264514708,1,-0.03,-0.05,0.02,36.88,3.72,1.37
1695264514741,1,-0.03,-0.06,0.02,40.31,3.96,1.64
1695264514774,1,-0.03,-0.07,0.02,43.43,4.24,1.88
1695264514804,1,-0.03,-0.08,0.02,46.30,4.58,2.18
1695264514832,1,-0.03,-0.09,0.02,48.73,4.87,2.36
1695264514863,1,-0.03,-0.09,0.02,51.21,5.15,2.67
1695264514897,1,-0.02,-0.10,0.03,53.37,5.37,2.90
1695264514930,1,-0.02,-0.11,0.03,55.62,5.60,3.17
1695264514963,1,-0.02,-0.11,0.03,57.03,5.60,3.30
1695264514996,1,-0.02,-0.11,0.03,57.86,5.39,3.06
1695264515030,1,-0.02,-0.12,0.03,58.49,5.04,2.67
1695264515063,1,-0.02,-0.12,0.03,58.89,4.74,2.38
1695264515092,1,-0.02,-0.12,0.03,59.11,4.47,2.05
1695264515120,1,-0.02,-0.12,0.03,59.13,4.30,1.86
1695264515152,1,-0.02,-0.12,0.03,59.42,4.01,1.53
1695264515180,1,-0.02,-0.12,0.03,60.09,3.74,1.51
1695264515208,1,-0.02,-0.12,0.02,60.29,3.61,1.41
1695264515236,1,-0.02,-0.12,0.02,60.04,3.62,1.39
1695264515263,1,-0.02,-0.12,0.02,59.83,3.24,1.20
1695264515291,1,-0.02,-0.13,0.02,59.86,2.98,0.87
1695264515320,1,-0.02,-0.13,0.02,59.88,2.84,0.73
1695264515347,1,-0.02,-0.13,0.02,59.82,2.81,0.66
1695264515377,1,-0.02,-0.13,0.02,59.71,2.85,0.66
1695264515408,1,-0.02,-0.13,0.02,59.68,2.90,0.77
1695264515441,1,-0.02,-0.13,0.02,59.69,2.88,0.75
1695264515475,1,-0.02,-0.13,0.02,59.67,2.82,0.76
1695264515508,1,-0.02,-0.13,0.02,59.67,2.73,0.62
1695264515536,1,-0.02,-0.13,0.02,59.74,2.70,0.61
1695264515563,1,-0.02,-0.13,0.02,59.74,2.89,0.70
1695264515591,1,-0.02,-0.13,0.02,59.70,3.13,0.90
1695264515619,1,-0.02,-0.13,0.02,59.72,3.23,1.09
1695264515647,1,-0.02,-0.13,0.02,59.89,3.21,1.06
1695264515675,1,-0.02,-0.13,0.02,60.06,3.12,0.99
1695264515708,1,-0.02,-0.13,0.02,60.07,3.16,0.88
1695264515741,1,-0.02,-0.13,0.02,59.89,3.39,1.16
1695264515771,1,-0.02,-0.13,0.02,59.78,3.55,1.41
1695264515800,1,-0.02,-0.13,0.02,59.83,3.55,1.49
1695264515830,1,-0.03,-0.13,0.02,59.90,3.47,1.49
1695264515858,1,-0.03,-0.13,0.02,59.94,3.43,1.45
1695264515886,1,-0.03,-0.13,0.02,59.95,3.51,1.58
1695264515915,1,-0.03,-0.13,0.02,59.95,3.73,1.90
1695264515943,1,-0.03,-0.13,0.02,59.97,3.86,2.11
1695264515974,1,-0.03,-0.13,0.02,60.05,3.82,2.30
1695264516004,1,-0.03,-0.13,0.02,60.09,3.60,2.20
1695264516032,1,-0.03,-0.13,0.02,60.10,3.28,1.90
1695264516063,1,-0.03,-0.13,0.02,60.09,3.04,1.55
1695264516092,1,-0.03,-0.13,0.02,60.10,3.12,1.43
1695264516121,1,-0.03,-0.13,0.02,60.14,3.35,1.54
1695264516152,1,-0.03,-0.13,0.02,60.21,3.67,1.77
1695264516180,1,-0.03,-0.13,0.02,60.24,3.84,2.05
1695264516209,1,-0.03,-0.13,0.02,60.26,3.87,2.03
1695264516241,1,-0.03,-0.13,0.02,60.31,3.78,2.11
1695264516269,1,-0.03,-0.13,0.02,60.32,3.69,1.98
1695264516297,1,-0.03,-0.13,0.02,60.34,3.64,1.99
1695264516325,1,-0.03,-0.13,0.02,60.35,3.67,2.02
1695264516354,1,-0.03,-0.13,0.02,60.38,3.77,2.24
1695264516385,1,-0.03,-0.13,0.02,60.39,3.77,2.34
1695264516414,1,-0.03,-0.13,0.02,60.38,3.70,2.29
1695264516443,1,-0.03,-0.13,0.02,60.37,3.54,2.32
1695264516474,1,-0.03,-0.13,0.02,60.41,3.44,2.25
1695264516503,1,-0.03,-0.13,0.02,60.47,3.29,2.29
1695264516531,1,-0.03,-0.13,0.02,60.47,3.19,2.21
1695264516560,1,-0.03,-0.13,0.02,60.52,3.01,2.20
1695264516588,1,-0.04,-0.13,0.02,60.58,2.89,2.05
1695264516618,1,-0.04,-0.13,0.02,60.63,2.82,2.05
1695264516653,1,-0.04,-0.13,0.02,60.66,2.81,2.01
1695264516681,1,-0.04,-0.13,0.02,60.66,2.88,2.09
1695264516710,1,-0.04,-0.13,0.02,60.66,2.99,2.20
1695264516738,1,-0.04,-0.13,0.02,60.66,3.05,2.26
1695264516767,1,-0.04,-0.13,0.02,60.69,3.02,2.33
1695264516794,1,-0.04,-0.13,0.02,60.77,2.87,2.25
1695264516821,1,-0.04,-0.13,0.02,60.87,2.59,2.14
1695264516852,1,-0.04,-0.13,0.02,60.87,2.49,2.10
1695264516880,1,-0.04,-0.13,0.02,60.87,2.43,2.07
1695264516909,1,-0.04,-0.13,0.02,60.87,2.43,2.11
1695264516941,1,-0.04,-0.13,0.02,60.89,2.53,2.18
1695264516970,1,-0.04,-0.13,0.02,60.92,2.68,2.33
1695264516999,1,-0.04,-0.13,0.02,60.99,2.75,2.40
1695264517027,1,-0.04,-0.13,0.02,61.10,2.79,2.44
1695264517056,1,-0.04,-0.13,0.02,61.15,2.79,2.43
1695264517085,1,-0.04,-0.13,0.02,61.22,2.71,2.43
1695264517113,1,-0.04,-0.13,0.02,61.32,2.64,2.40
1695264517141,1,-0.04,-0.13,0.02,61.36,2.64,2.40
1695264517169,1,-0.04,-0.13,0.02,61.32,2.69,2.36
1695264517197,1,-0.04,-0.13,0.02,61.23,2.81,2.45
1695264517226,1,-0.04,-0.13,0.02,61.22,2.86,2.46
1695264517254,1,-0.04,-0.13,0.02,61.31,2.85,2.45
1695264517285,1,-0.04,-0.13,0.02,61.38,2.81,2.46
1695264517314,1,-0.04,-0.13,0.02,61.39,2.77,2.45
1695264517344,1,-0.04,-0.13,0.02,61.36,2.71,2.40
1695264517374,1,-0.04,-0.13,0.02,61.35,2.65,2.36
1695264517402,1,-0.04,-0.13,0.02,61.37,2.69,2.35
1695264517430,1,-0.04,-0.13,0.02,61.40,2.80,2.41
1695264517458,1,-0.04,-0.13,0.02,61.41,2.89,2.50
1695264517486,1,-0.04,-0.13,0.02,61.39,2.97,2.54
1695264517514,1,-0.04,-0.13,0.02,61.38,3.02,2.57
1695264517542,1,-0.04,-0.13,0.02,61.36,3.00,2.55
1695264517574,1,-0.04,-0.13,0.02,61.34,2.95,2.53
1695264517603,1,-0.04,-0.13,0.02,61.32,2.87,2.45
1695264517634,1,-0.04,-0.13,0.03,61.35,2.74,2.37
1695264517663,1,-0.04,-0.13,0.02,61.44,2.59,2.26
1695264517692,2,-0.04,-0.13,0.02,61.52,2.51,2.22
1695264517721,2,-0.04,-0.13,0.02,61.53,2.49,2.21
1695264517752,2,-0.04,-0.13,0.03,61.55,2.51,2.27
1695264517780,2,-0.04,-0.13,0.03,61.57,2.53,2.33
1695264517808,2,-0.04,-0.13,0.03,61.57,2.51,2.34
1695264517836,2,-0.04,-0.13,0.03,61.59,2.44,2.32
1695264517863,2,-0.04,-0.14,0.03,61.59,2.35,2.22
1695264517891,2,-0.04,-0.14,0.03,61.60,2.30,2.20
1695264517919,2,-0.04,-0.14,0.03,61.63,2.32,2.20
1695264517948,2,-0.04,-0.14,0.03,61.65,2.40,2.31
1695264517977,2,-0.04,-0.14,0.03,61.65,2.42,2.34
1695264518007,2,-0.04,-0.14,0.03,61.62,2.38,2.28
1695264518041,2,-0.04,-0.14,0.03,61.62,2.34,2.25
1695264518070,2,-0.04,-0.14,0.03,61.60,2.41,2.24
1695264518098,2,-0.04,-0.14,0.03,61.58,2.53,2.37
1695264518126,2,-0.04,-0.14,0.03,61.55,2.58,2.38
1695264518155,2,-0.04,-0.13,0.03,61.54,2.53,2.37
1695264518185,2,-0.04,-0.13,0.03,61.55,2.42,2.29
1695264518213,2,-0.04,-0.14,0.03,61.54,2.30,2.22
1695264518241,2,-0.04,-0.14,0.03,61.49,2.20,2.15
1695264518269,2,-0.04,-0.14,0.03,61.43,2.14,2.08
1695264518297,2,-0.04,-0.13,0.03,61.36,2.18,2.10
1695264518325,2,-0.04,-0.13,0.03,61.28,2.27,2.17
1695264518353,2,-0.04,-0.13,0.03,61.20,2.27,2.17
1695264518381,2,-0.04,-0.13,0.03,61.10,2.22,2.10
1695264518409,2,-0.04,-0.13,0.03,61.02,2.17,2.05
1695264518440,2,-0.04,-0.13,0.03,60.88,2.01,1.89
1695264518474,2,-0.04,-0.13,0.03,60.73,1.92,1.74
1695264518503,2,-0.04,-0.13,0.03,60.56,1.98,1.75
1695264518531,2,-0.04,-0.13,0.03,60.46,2.05,1.72
1695264518559,2,-0.04,-0.13,0.03,60.37,2.16,1.76
1695264518587,2,-0.04,-0.13,0.03,60.25,2.23,1.73
1695264518615,2,-0.04,-0.13,0.03,60.18,2.27,1.75
1695264518644,2,-0.04,-0.13,0.03,60.11,2.26,1.75
1695264518674,2,-0.04,-0.13,0.02,60.06,2.21,1.70
1695264518703,2,-0.04,-0.13,0.02,59.96,2.15,1.61
1695264518732,2,-0.04,-0.13,0.02,59.92,2.17,1.58
1695264518760,2,-0.04,-0.13,0.02,59.91,2.25,1.61
1695264518789,2,-0.04,-0.13,0.02,59.89,2.31,1.63
1695264518818,2,-0.04,-0.13,0.02,59.85,2.35,1.58
1695264518847,2,-0.04,-0.13,0.03,59.83,2.36,1.57
1695264518877,2,-0.04,-0.13,0.03,59.81,2.37,1.52
1695264518907,2,-0.04,-0.13,0.03,59.79,2.37,1.49
1695264518936,2,-0.04,-0.13,0.03,59.68,2.39,1.46
1695264518964,2,-0.04,-0.13,0.03,59.60,2.44,1.41
1695264518992,2,-0.04,-0.13,0.03,59.58,2.46,1.40
1695264519020,2,-0.04,-0.13,0.03,59.56,2.53,1.34
1695264519052,2,-0.04,-0.13,0.03,59.58,2.57,1.34
1695264519080,2,-0.04,-0.13,0.03,59.59,2.61,1.36
1695264519110,2,-0.04,-0.13,0.03,59.58,2.67,1.38
1695264519140,2,-0.03,-0.13,0.03,59.58,2.72,1.44
1695264519169,2,-0.03,-0.13,0.03,59.56,2.72,1.46
1695264519197,2,-0.03,-0.13,0.03,59.52,2.70,1.44
1695264519225,2,-0.03,-0.13,0.03,59.48,2.69,1.41
1695264519253,2,-0.03,-0.13,0.03,59.44,2.73,1.43
1695264519285,2,-0.03,-0.13,0.03,59.42,2.76,1.43
1695264519314,2,-0.03,-0.13,0.03,59.40,2.76,1.39
1695264519344,2,-0.03,-0.13,0.03,59.31,2.72,1.28
1695264519374,2,-0.03,-0.13,0.03,58.98,2.63,1.12
1695264519402,2,-0.03,-0.13,0.03,58.51,2.60,1.02
1695264519431,2,-0.03,-0.13,0.03,58.11,2.55,0.89
1695264519462,2,-0.03,-0.12,0.03,57.68,2.51,0.68
1695264519492,2,-0.03,-0.12,0.03,56.97,2.39,0.31
1695264519523,2,-0.03,-0.12,0.03,55.54,2.11,359.56
1695264519553,2,-0.03,-0.11,0.03,53.05,1.67,358.54
1695264519585,2,-0.03,-0.11,0.04,50.96,1.20,357.54
1695264519614,2,-0.03,-0.10,0.04,49.21,0.78,356.70
1695264519645,2,-0.03,-0.10,0.04,47.61,0.46,356.09
1695264519674,2,-0.03,-0.09,0.04,45.42,0.24,355.44
1695264519707,2,-0.03,-0.09,0.04,42.64,0.21,355.10
1695264519741,3,-0.03,-0.08,0.04,38.63,0.54,354.88
1695264519774,3,-0.02,-0.06,0.05,33.44,1.31,354.66
1695264519807,3,-0.02,-0.05,0.05,28.06,2.38,354.55
1695264519840,3,-0.02,-0.04,0.05,23.50,3.26,354.40
1695264519869,3,-0.02,-0.03,0.05,19.88,4.08,354.15
1695264519897,3,-0.02,-0.03,0.05,17.16,4.62,353.92
1695264519930,3,-0.02,-0.02,0.04,14.16,4.89,353.29
1695264519958,3,-0.02,-0.01,0.04,9.75,5.07,352.52
1695264519987,3,-0.02,0.00,0.04,5.55,4.88,351.75
1695264520018,3,-0.02,0.00,0.04,2.65,4.43,351.23
1695264520046,3,-0.02,0.01,0.03,0.86,3.54,351.03
1695264520074,3,-0.02,0.01,0.03,359.65,2.50,351.01
1695264520103,3,-0.02,0.01,0.03,358.47,1.50,351.46
1695264520131,3,-0.03,0.01,0.03,357.74,0.61,352.30
1695264520159,3,-0.03,0.01,0.03,357.90,359.61,353.62
1695264520186,3,-0.03,0.01,0.03,358.29,358.46,355.31
1695264520214,3,-0.04,0.02,0.03,358.31,357.47,356.87
1695264520242,3,-0.04,0.01,0.03,358.69,356.63,358.43
1695264520270,3,-0.04,0.01,0.03,359.28,356.05,359.00
1695264520297,3,-0.04,0.02,0.03,359.40,356.01,359.11
1695264520325,3,-0.04,0.02,0.03,358.81,356.64,359.11
1695264520353,3,-0.04,0.02,0.03,358.22,357.95,358.79
1695264520380,3,-0.04,0.02,0.03,357.75,359.63,358.46
1695264520409,3,-0.03,0.02,0.03,357.47,1.29,357.80
1695264520440,3,-0.03,0.02,0.03,357.12,3.15,357.25
1695264520474,3,-0.03,0.02,0.03,356.63,4.77,356.56
1695264520503,3,-0.02,0.02,0.03,356.29,6.05,355.68
1695264520530,3,-0.02,0.02,0.02,356.36,6.88,355.07
1695264520558,3,-0.02,0.02,0.02,356.66,7.18,354.73
1695264520586,3,-0.02,0.02,0.02,357.18,7.33,354.52
1695264520613,3,-0.02,0.02,0.02,357.75,7.47,354.56
1695264520641,3,-0.02,0.02,0.02,358.25,7.65,354.83
1695264520668,3,-0.02,0.02,0.02,358.62,7.82,355.12
1695264520696,3,-0.02,0.02,0.02,358.96,8.13,355.33
1695264520724,3,-0.02,0.02,0.02,359.25,8.53,355.47
1695264520752,3,-0.02,0.02,0.02,359.48,9.04,355.59
1695264520780,3,-0.02,0.02,0.02,359.55,9.57,355.76
1695264520809,3,-0.02,0.02,0.02,359.49,9.93,356.07
1695264520840,3,-0.02,0.02,0.02,359.43,9.94,356.19
1695264520870,3,-0.02,0.02,0.02,359.52,9.74,356.28
1695264520899,3,-0.02,0.02,0.02,359.73,9.10,356.47
1695264520929,3,-0.02,0.02,0.02,359.84,8.36,356.39
1695264520957,3,-0.02,0.02,0.02,359.94,7.41,356.05
1695264520986,3,-0.02,0.02,0.02,0.01,6.74,355.63
1695264521014,3,-0.02,0.02,0.02,359.93,6.29,355.18
1695264521042,3,-0.02,0.02,0.02,359.80,6.15,354.79
1695264521070,3,-0.02,0.02,0.02,359.71,6.38,354.60
1695264521098,3,-0.02,0.02,0.02,359.70,6.91,354.61
1695264521126,3,-0.02,0.02,0.02,359.76,7.52,354.70
1695264521153,3,-0.02,0.02,0.02,359.93,8.23,354.99
1695264521182,3,-0.02,0.02,0.02,0.11,8.76,355.25
1695264521210,3,-0.01,0.02,0.02,0.27,9.12,355.43
1695264521240,3,-0.01,0.02,0.02,0.37,9.34,355.45
1695264521270,3,-0.01,0.02,0.02,0.46,9.25,355.40
1695264521297,3,-0.01,0.02,0.02,0.67,9.13,355.34
1695264521325,3,-0.01,0.02,0.02,0.82,8.95,355.33
1695264521353,3,-0.01,0.02,0.02,0.90,8.81,355.33
1695264521384,3,-0.01,0.02,0.02,0.93,8.72,355.38
1695264521414,3,-0.02,0.02,0.02,0.94,8.62,355.49
1695264521442,3,-0.02,0.02,0.02,0.94,8.52,355.55
1695264521473,3,-0.02,0.02,0.02,0.94,8.42,355.63
1695264521501,3,-0.02,0.02,0.03,0.91,8.31,355.68
1695264521529,3,-0.02,0.02,0.03,0.84,8.20,355.72
1695264521556,3,-0.02,0.02,0.02,0.59,8.01,355.81
1695264521585,3,-0.02,0.02,0.02,0.25,7.81,355.78
1695264521614,3,-0.02,0.02,0.02,359.82,7.61,355.81
1695264521642,3,-0.02,0.02,0.02,359.34,7.42,355.53
1695264521670,3,-0.02,0.02,0.02,358.25,7.35,355.53
1695264521700,3,-0.02,0.02,0.02,356.95,7.31,355.40
1695264521727,3,-0.02,0.03,0.01,355.76,7.33,355.34
